date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:05	189147/189147	---M-Z	200	added ('OK')	application/javascript	etag:%2269e0f5c5-2e2db%22	http://cdn2.editmysite.com/js/lang/en/stl.js?buildTime=1776366455&	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn2.editmysite.com/js/lang/en/stl67aa.js	(from http://amitaysadovsky.weebly.com/)
18:13:06	976/976	---MC-	200	added ('OK')	text/javascript	date:Mon,%2027%20Apr%202026%2015:13:06%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/www.google.com/recaptcha/api.js	(from http://amitaysadovsky.weebly.com/)
18:13:08	47132/47132	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:07%20GMT	http://amitaysadovsky.weebly.com/2018.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/2018.html	(from http://amitaysadovsky.weebly.com/)
18:13:08	41388/41388	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:07%20GMT	http://amitaysadovsky.weebly.com/seven-2016.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/seven-2016.html	(from http://amitaysadovsky.weebly.com/)
18:13:09	45585/45585	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:09%20GMT	http://amitaysadovsky.weebly.com/spare-parts-2014-2015.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/spare-parts-2014-2015.html	(from http://amitaysadovsky.weebly.com/)
18:13:10	42181/42181	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:09%20GMT	http://amitaysadovsky.weebly.com/short-escape-2011-2013.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/short-escape-2011-2013.html	(from http://amitaysadovsky.weebly.com/)
18:13:11	287196/287196	---M--	200	added ('OK')	image/jpeg	etag:%22ac2dc86aaf8eeaa6cf8277c1ed7b90de%22	http://amitaysadovsky.weebly.com/uploads/5/7/0/3/57037851/img-4560-copy_orig.jpg	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/uploads/5/7/0/3/57037851/img-4560-copy_orig.jpg	(from http://amitaysadovsky.weebly.com/)
18:13:12	42707/42707	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:11%20GMT	http://amitaysadovsky.weebly.com/dreams-decipherer-2009-2011.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/dreams-decipherer-2009-2011.html	(from http://amitaysadovsky.weebly.com/)
18:13:13	39293/39293	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:11%20GMT	http://amitaysadovsky.weebly.com/wall-installation-2009.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/wall-installation-2009.html	(from http://amitaysadovsky.weebly.com/)
18:13:14	41990/41990	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:13%20GMT	http://amitaysadovsky.weebly.com/in-between-2006-2008.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/in-between-2006-2008.html	(from http://amitaysadovsky.weebly.com/)
18:13:15	39126/39126	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:14%20GMT	http://amitaysadovsky.weebly.com/shield-of-the-mighty-2011.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/shield-of-the-mighty-2011.html	(from http://amitaysadovsky.weebly.com/)
18:13:15	480909/480909	---M-Z	200	added ('OK')	application/javascript	etag:%2269e0f5ea-7568d%22	http://cdn11.editmysite.com/js/site/main.js?buildtime=1776366455	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/js/site/main9136.js	(from http://amitaysadovsky.weebly.com/)
18:13:17	39205/39205	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:16%20GMT	http://amitaysadovsky.weebly.com/quiet-island-video-performance-2012.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/quiet-island-video-performance-2012.html	(from http://amitaysadovsky.weebly.com/)
18:13:18	44579/44579	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:17%20GMT	http://amitaysadovsky.weebly.com/private-investigations-2004.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/private-investigations-2004.html	(from http://amitaysadovsky.weebly.com/)
18:13:19	43665/43665	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:19%20GMT	http://amitaysadovsky.weebly.com/news.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/news.html	(from http://amitaysadovsky.weebly.com/)
18:13:21	36672/36672	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:19%20GMT	http://amitaysadovsky.weebly.com/publications.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/publications.html	(from http://amitaysadovsky.weebly.com/)
18:13:22	55030/55030	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:21%20GMT	http://amitaysadovsky.weebly.com/articles.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/articles.html	(from http://amitaysadovsky.weebly.com/)
18:13:23	50064/50064	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:22%20GMT	http://amitaysadovsky.weebly.com/about.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/about.html	(from http://amitaysadovsky.weebly.com/)
18:13:24	39955/39955	---MCZ	200	added ('OK')	text/html	date:Mon,%2027%20Apr%202026%2015:13:23%20GMT	http://amitaysadovsky.weebly.com/contact.html	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/contact.html	(from http://amitaysadovsky.weebly.com/)
18:13:26	9677/9677	---M--	200	added ('OK')	image/png	etag:%226e0f7ad31bf187e0d88fc5787573ba71%22	http://cdn11.editmysite.com/images/site/footer/footer-toast-published-image-1.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/site/footer/footer-toast-published-image-1.png	(from http://amitaysadovsky.weebly.com/)
18:13:27	3600/3600	---M-Z	200	added ('OK')	application/javascript	etag:%2269eb7f6b-e10%22	http://cdn11.editmysite.com/js/site/footerSignup.js?buildTime=1777065481	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/js/site/footerSignup9cb5.js	(from http://amitaysadovsky.weebly.com/)
18:13:28	2666/2666	---MCZ	200	added ('OK')	application/javascript	etag:W/%228ee4cfe8348bc35fff925c13cb7e8cf5%22	http://amitaysadovsky.weebly.com/files/theme/custom.js?1438695790	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/files/theme/customd39e.js	(from http://amitaysadovsky.weebly.com/)
18:13:29	19985/19985	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a2d76923dbde6f3820c11cdcc8a9867%22	http://amitaysadovsky.weebly.com/files/theme/mobile.js?1438695790	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/files/theme/mobiled39e.js	(from http://amitaysadovsky.weebly.com/)
18:13:29	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Apr%202026%2015:13:29%20GMT	http://cdn2.editmysite.com/js/wsnbn/snowday262.js	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn2.editmysite.com/js/wsnbn/snowday262.2d.delayed	(from http://amitaysadovsky.weebly.com/)
18:13:30	84797/84797	---MCZ	200	added ('OK')	application/javascript	etag:W/%227f6df4939d4102a752a5c1989d81afd4%22	http://amitaysadovsky.weebly.com/files/theme/plugins.js?1438695790	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/amitaysadovsky.weebly.com/files/theme/pluginsd39e.js	(from http://amitaysadovsky.weebly.com/)
18:13:32	3316/3316	---M--	200	added ('OK')	image/png	etag:%22b990be86efb765402df96de07ff676ed%22	http://cdn11.editmysite.com/images/util/videojs/white-bar.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/white-bar.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:33	934/934	---M--	200	added ('OK')	image/png	etag:%22b7bb9f86cd372171ddb601013f7b7ecc%22	http://cdn11.editmysite.com/images/util/videojs/@2x/white-bar.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/white-bar.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:34	1062/1062	---M--	200	added ('OK')	image/png	etag:%22e3a4510b856d2e6af899829f916aed5c%22	http://cdn11.editmysite.com/images/util/videojs/gradient.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/gradient.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:34	1066/1066	---M--	200	added ('OK')	image/png	etag:%225f79d3a4fcbd47a8915f4b76d8d391f2%22	http://cdn11.editmysite.com/images/util/videojs/@2x/gradient.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/gradient.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:36	75028/75028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2269d97d32-12514%22	https://cdn3.editmysite.com/app/website/static/js/wsnbn/snowday262.js	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn3.editmysite.com/app/website/static/js/wsnbn/snowday262.js	(from http://amitaysadovsky.weebly.com/)
18:13:36	10847/10847	---M--	200	added ('OK')	image/png	etag:%2269d51cd1-2a5f%22	http://cdn11.editmysite.com/sprites/util/videojs-sacae758aa2.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/sprites/util/videojs-sacae758aa2.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:37	1147/1147	---M--	200	added ('OK')	image/png	etag:%22238628d5193eed29afba56881c2062b6%22	http://cdn11.editmysite.com/images/util/videojs/volume-filled.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/volume-filled.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:37	1333/1333	---M--	200	added ('OK')	image/png	etag:%2294ad4962ec7aae96fd39acf13b05c5ff%22	http://cdn11.editmysite.com/images/util/videojs/@2x/volume-filled.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/volume-filled.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:38	1179/1179	---M--	200	added ('OK')	image/png	etag:%225baf4223095c9cbd9975106f31b0885f%22	http://cdn11.editmysite.com/images/util/videojs/volume-mute.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/volume-mute.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:38	1303/1303	---M--	200	added ('OK')	image/png	etag:%2202ddb113f1cb06b58d6b9bbfcc0f9da1%22	http://cdn11.editmysite.com/images/util/videojs/@2x/volume-mute.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/volume-mute.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:39	3318/3318	---M--	200	added ('OK')	image/png	etag:%22cada038924133711192a57d0631ad1d6%22	http://cdn11.editmysite.com/images/util/videojs/blue-bar.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/blue-bar.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:39	942/942	---M--	200	added ('OK')	image/png	etag:%220521e97e2016ab9bba1894ae3f8ac129%22	http://cdn11.editmysite.com/images/util/videojs/@2x/blue-bar.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/blue-bar.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:40	1146/1146	---M--	200	added ('OK')	image/png	etag:%22eea250c94c3ef64a203ecca50bd37834%22	http://cdn11.editmysite.com/images/util/videojs/maximize-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/maximize-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:40	25072/25072	---M--	200	added ('OK')	image/png	etag:%2269e0f310-61f0%22	http://cdn11.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:40	1312/1312	---M--	200	added ('OK')	image/png	etag:%229bd271b63d9159b54a44a04ffc35004c%22	http://cdn11.editmysite.com/images/util/videojs/@2x/maximize-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/maximize-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:40	1188/1188	---M--	200	added ('OK')	image/png	etag:%22a39e27a424bc264a078f1cae0684324f%22	http://cdn11.editmysite.com/images/util/videojs/minimize-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/minimize-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:41	1379/1379	---M--	200	added ('OK')	image/png	etag:%224a334a802fc406f71a130d1a5e9f9fc5%22	http://cdn11.editmysite.com/images/util/videojs/@2x/minimize-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/minimize-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:41	3434/3434	---M--	200	added ('OK')	image/png	etag:%2222d7478d7d87858ddc07bec0d2d15af2%22	http://cdn11.editmysite.com/images/util/videojs/play-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/play-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:42	6448/6448	---M--	200	added ('OK')	image/png	etag:%22125b63f21f0b6dbc58089378e2bd996f%22	http://cdn11.editmysite.com/images/util/videojs/@2x/play-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/play-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:43	11573/11573	---M--	200	added ('OK')	image/png	etag:%22aeab26ec41cbf19c0a51bae5ebaeff8c%22	http://cdn11.editmysite.com/images/util/videojs/sad-face.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/sad-face.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:44	3386/3386	---M--	200	added ('OK')	image/png	etag:%22cb77cf241f8c1438d3de778a3ceec41e%22	http://cdn11.editmysite.com/images/util/videojs/loading-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/loading-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:46	5668/5668	---M--	200	added ('OK')	image/png	etag:%2220914a2c130af40eec4c7d00e0258b68%22	http://cdn11.editmysite.com/images/util/videojs/@2x/loading-icon.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/loading-icon.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:46	23396/23396	---M--	200	added ('OK')	image/png	etag:%227e44a970dea9d5d896f09eceea67d755%22	http://cdn11.editmysite.com/images/util/videojs/@2x/sad-face.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/util/videojs/@2x/sad-face.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:46	4034/4034	---M--	200	added ('OK')	image/png	etag:%2261dafe0f6d2ca774a65b1550f051eed1%22	http://cdn11.editmysite.com/images/common/buttons/small_grey.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/buttons/small_grey.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:47	3620/3620	---M--	200	added ('OK')	image/png	etag:%2245c052c77ba22937d30b814da5ce0573%22	http://cdn11.editmysite.com/images/common/buttons/small_blue.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/buttons/small_blue.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:47	4106/4106	---M--	200	added ('OK')	image/png	etag:%22b86e2dec881d77912f2b51d270cd57fe%22	http://cdn11.editmysite.com/images/old/button/large_grey.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/old/button/large_grey.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:48	1363/1363	---M--	200	added ('OK')	image/png	etag:%2257e00b9c62394b2e16fad248b9827803%22	http://cdn11.editmysite.com/images/common/search-light.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/search-light.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:48	3902/3902	---M--	200	added ('OK')	image/png	etag:%22a1f5ce729a68ba04a7d10fde0ffe1c93%22	http://cdn11.editmysite.com/images/common/buttons/large_blue.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/buttons/large_blue.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:48	605/605	---M--	200	added ('OK')	image/png	etag:%22cc8c2ae5040116b5c226835c9dabf900%22	http://cdn11.editmysite.com/images/common/blog/blog-comment-button.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/blog/blog-comment-button.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:48	395/395	---M--	200	added ('OK')	image/png	etag:%22c1fba4a7097392ef0d29d699eaa4bce4%22	http://cdn11.editmysite.com/images/common/blog/blog-comment-header.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/blog/blog-comment-header.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:49	249/249	---M--	200	added ('OK')	image/png	etag:%228eccf7fccea52d8473809d85ca5242fe%22	http://cdn11.editmysite.com/images/common/blog/blog-comment-pointer.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/blog/blog-comment-pointer.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
18:13:49	202/202	---M--	200	added ('OK')	image/png	etag:%22d5a8a06943665bba7e937ec338ccafdc%22	http://cdn11.editmysite.com/images/common/blog/blog-comment-link.png	C:/Users/Administrator/Documents/My%20Web%20Sites/amitaysadovsky/cdn11.editmysite.com/images/common/blog/blog-comment-link.png	(from http://cdn11.editmysite.com/css/sites.css?buildtime=1776366455)
